Latitude (decimal degrees):	38.496
Longitude (decimal degrees):	27.707
Elevation (m):	97
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200115:0910,4040.1,636.2,173.43,8.45,28.26,7.23,1.31,0.0
20200115:1010,4324.26,708.59,169.06,9.22,30.34,8.53,1.45,0.0
20200115:1110,4197.42,692.6,160.18,8.86,29.15,9.46,1.45,0.0
20200115:1210,3703.32,597.76,147.68,7.47,24.87,9.99,1.38,0.0
20200115:1310,2804.4,431.91,125.32,5.15,18.06,10.01,1.31,0.0
20200115:1410,1413.72,208.46,80.18,2.22,9.39,9.47,1.17,0.0
20200115:1510,0.0,0.0,0.0,0.0,0.0,7.99,1.24,0.0
20200115:1610,0.0,0.0,0.0,0.0,0.0,5.73,1.1,0.0
20200115:1710,0.0,0.0,0.0,0.0,0.0,4.25,1.03,0.0
20200115:1810,0.0,0.0,0.0,0.0,0.0,3.57,1.03,0.0
20200115:1910,0.0,0.0,0.0,0.0,0.0,3.3,1.1,0.0
20200115:2010,0.0,0.0,0.0,0.0,0.0,2.56,1.17,0.0
20200115:2110,0.0,0.0,0.0,0.0,0.0,1.88,1.24,0.0
20200115:2210,0.0,0.0,0.0,0.0,0.0,1.05,1.38,0.0
20200115:2310,0.0,0.0,0.0,0.0,0.0,0.41,1.45,0.0
20200116:0010,0.0,0.0,0.0,0.0,0.0,0.06,1.45,0.0
20200116:0110,0.0,0.0,0.0,0.0,0.0,0.07,1.45,0.0
20200116:0210,0.0,0.0,0.0,0.0,0.0,-0.38,1.52,0.0
20200116:0310,0.0,0.0,0.0,0.0,0.0,-0.61,1.52,0.0
20200116:0410,0.0,0.0,0.0,0.0,0.0,-0.86,1.59,0.0
20200116:0510,0.0,0.0,0.0,0.0,0.0,-1.03,1.52,0.0
20200116:0610,506.94,55.66,54.9,1.14,6.83,-0.87,1.52,0.0
20200116:0710,2251.62,294.31,136.15,4.14,15.94,2.42,1.45,0.0
20200116:0810,3289.26,457.0,178.43,6.58,23.35,4.69,1.86,0.0
20200116:0910,3748.56,520.37,214.61,8.03,28.42,6.31,2.0,0.0
20200116:1010,4315.74,677.07,184.56,9.17,30.52,7.47,2.07,0.0
20200116:1110,4224.66,675.1,171.28,8.88,29.35,8.42,2.0,0.0
20200116:1210,3564.96,534.0,172.75,7.29,25.07,9.11,1.93,0.0
20200116:1310,2962.74,464.52,118.77,5.35,18.26,9.35,2.07,0.0
20200116:1410,1653.18,253.61,79.54,2.46,9.58,8.51,1.66,0.0
20200116:1510,0.0,0.0,0.0,0.0,0.0,7.15,1.52,0.0
20200116:1610,0.0,0.0,0.0,0.0,0.0,5.09,1.45,0.0
20200116:1710,0.0,0.0,0.0,0.0,0.0,2.96,1.38,0.0
20200116:1810,0.0,0.0,0.0,0.0,0.0,1.81,1.31,0.0
20200116:1910,0.0,0.0,0.0,0.0,0.0,1.19,1.52,0.0
20200116:2010,0.0,0.0,0.0,0.0,0.0,0.54,1.52,0.0
20200116:2110,0.0,0.0,0.0,0.0,0.0,-0.05,1.52,0.0
20200116:2210,0.0,0.0,0.0,0.0,0.0,-0.73,1.59,0.0
20200116:2310,0.0,0.0,0.0,0.0,0.0,-1.05,1.59,0.0
20200117:0010,0.0,0.0,0.0,0.0,0.0,-1.45,1.66,0.0
20200117:0110,0.0,0.0,0.0,0.0,0.0,-1.67,1.59,0.0
20200117:0210,0.0,0.0,0.0,0.0,0.0,-1.91,1.59,0.0
20200117:0310,0.0,0.0,0.0,0.0,0.0,-2.17,1.59,0.0
20200117:0410,0.0,0.0,0.0,0.0,0.0,-2.33,1.59,0.0
20200117:0510,0.0,0.0,0.0,0.0,0.0,-2.38,1.52,0.0
20200117:0610,870.18,113.28,64.22,1.41,6.91,-2.07,1.52,0.0
20200117:0710,2610.78,372.11,121.89,4.49,16.04,1.04,2.07,0.0
20200117:0810,3705.96,562.68,147.89,7.07,23.48,2.59,2.21,0.0
20200117:0910,4335.12,679.97,164.58,8.79,28.58,4.27,2.62,0.0
20200117:1010,4597.32,742.05,163.27,9.53,30.71,5.86,2.9,0.0
20200117:1110,4411.68,700.91,165.54,9.08,29.55,7.0,3.24,0.0
20200117:1210,3895.74,612.11,149.12,7.69,25.28,7.72,3.1,0.0
20200117:1310,2954.4,446.28,126.9,5.35,18.47,7.95,2.97,0.0
20200117:1410,1548.78,227.17,82.9,2.41,9.78,7.61,2.48,0.0
20200117:1510,0.0,0.0,0.0,0.0,0.0,6.37,1.79,0.0
20200117:1610,0.0,0.0,0.0,0.0,0.0,4.47,1.52,0.0
20200117:1710,0.0,0.0,0.0,0.0,0.0,2.19,1.45,0.0
20200117:1810,0.0,0.0,0.0,0.0,0.0,0.95,1.45,0.0
20200117:1910,0.0,0.0,0.0,0.0,0.0,0.3,1.59,0.0
20200117:2010,0.0,0.0,0.0,0.0,0.0,-0.3,1.59,0.0
20200117:2110,0.0,0.0,0.0,0.0,0.0,-0.8,1.59,0.0
20200117:2210,0.0,0.0,0.0,0.0,0.0,-1.05,1.52,0.0
20200117:2310,0.0,0.0,0.0,0.0,0.0,-1.29,1.52,0.0
20200118:0010,0.0,0.0,0.0,0.0,0.0,-1.61,1.52,0.0
20200118:0110,0.0,0.0,0.0,0.0,0.0,-2.04,1.59,0.0
20200118:0210,0.0,0.0,0.0,0.0,0.0,-2.29,1.66,0.0
20200118:0310,0.0,0.0,0.0,0.0,0.0,-2.49,1.59,0.0
20200118:0410,0.0,0.0,0.0,0.0,0.0,-2.69,1.59,0.0
20200118:0510,0.0,0.0,0.0,0.0,0.0,-2.91,1.66,0.0
20200118:0610,1076.76,148.96,66.27,1.56,7.0,-2.71,1.66,0.0
20200118:0710,2780.64,413.57,113.89,4.7,16.16,0.93,1.86,0.0
20200118:0810,3723.9,567.51,147.82,7.14,23.63,3.05,2.28,0.0
20200118:0910,4343.7,686.04,163.07,8.86,28.76,4.72,2.55,0.0
20200118:1010,4577.04,735.33,168.05,9.57,30.91,6.01,2.76,0.0
20200118:1110,4356.36,681.57,176.37,9.08,29.76,6.91,2.9,0.0
20200118:1210,3828.54,584.4,162.1,7.65,25.49,7.63,3.17,0.0
20200118:1310,2962.62,444.88,129.0,5.41,18.67,7.85,3.1,0.0
20200118:1410,1575.0,229.11,85.44,2.48,9.98,7.42,2.55,0.0
20200118:1510,0.0,0.0,0.0,0.0,0.0,6.19,2.0,0.0
20200118:1610,0.0,0.0,0.0,0.0,0.0,4.39,1.66,0.0
20200118:1710,0.0,0.0,0.0,0.0,0.0,2.14,1.66,0.0
20200118:1810,0.0,0.0,0.0,0.0,0.0,0.53,1.72,0.0
20200118:1910,0.0,0.0,0.0,0.0,0.0,-0.46,1.93,0.0
20200118:2010,0.0,0.0,0.0,0.0,0.0,-1.25,1.93,0.0
20200118:2110,0.0,0.0,0.0,0.0,0.0,-1.84,1.93,0.0
20200118:2210,0.0,0.0,0.0,0.0,0.0,-2.28,1.86,0.0
20200118:2310,0.0,0.0,0.0,0.0,0.0,-2.62,1.79,0.0
20200119:0010,0.0,0.0,0.0,0.0,0.0,-2.73,1.66,0.0
20200119:0110,0.0,0.0,0.0,0.0,0.0,-2.93,1.52,0.0
20200119:0210,0.0,0.0,0.0,0.0,0.0,-3.14,1.45,0.0
20200119:0310,0.0,0.0,0.0,0.0,0.0,-3.54,1.52,0.0
20200119:0410,0.0,0.0,0.0,0.0,0.0,-3.81,1.52,0.0
20200119:0510,0.0,0.0,0.0,0.0,0.0,-3.7,1.38,0.0
20200119:0610,1266.96,186.86,64.07,1.68,7.1,-3.02,1.17,0.0
20200119:0710,2748.18,401.91,118.29,4.7,16.28,-0.26,1.45,0.0
20200119:0810,3783.66,583.63,144.26,7.27,23.78,1.54,1.66,0.0
20200119:0910,4411.26,704.57,159.57,9.02,28.94,3.26,2.0,0.0
20200119:1010,4642.56,755.11,164.57,9.75,31.12,4.38,2.07,0.0
20200119:1110,4463.22,715.88,166.94,9.31,29.98,5.22,2.14,0.0
20200119:1210,3954.48,616.52,154.07,7.87,25.71,5.72,2.55,0.0
20200119:1310,3056.34,459.93,128.3,5.55,18.89,5.78,2.76,0.0
20200119:1410,1672.38,244.53,85.24,2.59,10.18,5.32,2.69,0.0
20200119:1510,0.0,0.0,0.0,0.0,0.0,4.16,2.21,0.0
20200119:1610,0.0,0.0,0.0,0.0,0.0,2.65,1.79,0.0
20200119:1710,0.0,0.0,0.0,0.0,0.0,0.56,1.59,0.0
20200119:1810,0.0,0.0,0.0,0.0,0.0,-1.03,1.45,0.0
20200119:1910,0.0,0.0,0.0,0.0,0.0,-0.77,1.24,0.0
20200119:2010,0.0,0.0,0.0,0.0,0.0,-1.12,1.17,0.0
20200119:2110,0.0,0.0,0.0,0.0,0.0,-1.61,1.17,0.0
20200119:2210,0.0,0.0,0.0,0.0,0.0,-1.99,1.17,0.0
20200119:2310,0.0,0.0,0.0,0.0,0.0,-2.27,1.17,0.0
20200120:0010,0.0,0.0,0.0,0.0,0.0,-2.6,1.24,0.0
20200120:0110,0.0,0.0,0.0,0.0,0.0,-3.29,1.31,0.0
20200120:0210,0.0,0.0,0.0,0.0,0.0,-3.67,1.45,0.0
20200120:0310,0.0,0.0,0.0,0.0,0.0,-3.73,1.45,0.0
20200120:0410,0.0,0.0,0.0,0.0,0.0,-3.76,1.45,0.0
20200120:0510,0.0,0.0,0.0,0.0,0.0,-3.63,1.38,0.0
20200120:0610,400.2,36.16,53.31,1.1,7.2,-3.13,1.31,0.0
20200120:0710,1261.2,101.91,140.82,3.22,16.41,-0.53,1.59,0.0
20200120:0810,1602.36,102.44,202.23,4.58,23.93,1.21,2.28,0.0
20200120:0910,1734.6,91.48,238.56,5.3,29.12,2.85,3.17,0.0
20200120:1010,1177.44,21.13,209.14,4.3,31.33,3.51,4.0,0.0
20200120:1110,532.98,0.0,114.54,2.28,30.2,4.07,4.28,0.0
20200120:1210,1784.64,118.53,220.79,5.06,25.94,3.98,4.21,0.0
20200120:1310,308.64,0.0,72.72,1.45,19.1,3.6,4.28,0.0
20200120:1410,146.28,0.0,40.91,0.81,10.39,3.19,3.66,0.0
20200120:1510,0.0,0.0,0.0,0.0,0.0,2.22,3.31,0.0
20200120:1610,0.0,0.0,0.0,0.0,0.0,1.03,2.34,0.0
20200120:1710,0.0,0.0,0.0,0.0,0.0,0.03,2.07,0.0
20200120:1810,0.0,0.0,0.0,0.0,0.0,-0.34,1.86,0.0
20200120:1910,0.0,0.0,0.0,0.0,0.0,-0.41,1.79,0.0
20200120:2010,0.0,0.0,0.0,0.0,0.0,-0.62,1.79,0.0
20200120:2110,0.0,0.0,0.0,0.0,0.0,-0.81,1.79,0.0
20200120:2210,0.0,0.0,0.0,0.0,0.0,-1.05,1.93,0.0
20200120:2310,0.0,0.0,0.0,0.0,0.0,-1.23,1.86,0.0
20200121:0010,0.0,0.0,0.0,0.0,0.0,-1.37,1.72,0.0
20200121:0110,0.0,0.0,0.0,0.0,0.0,-1.25,1.79,0.0
20200121:0210,0.0,0.0,0.0,0.0,0.0,-1.44,1.86,0.0
20200121:0310,0.0,0.0,0.0,0.0,0.0,-1.57,1.93,0.0
20200121:0410,0.0,0.0,0.0,0.0,0.0,-1.7,2.0,0.0
20200121:0510,0.0,0.0,0.0,0.0,0.0,-1.86,1.93,0.0
20200121:0610,1231.74,178.03,66.55,1.72,7.31,-2.02,1.93,0.0
20200121:0710,2696.16,380.92,122.29,4.67,16.54,-0.69,2.9,0.0
20200121:0810,1828.5,133.95,209.54,4.9,24.1,0.5,2.97,0.0
20200121:0910,2096.1,141.03,253.46,5.9,29.32,1.89,3.1,0.0
20200121:1010,1133.82,17.52,204.79,4.2,31.54,3.17,3.66,0.0
20200121:1110,1101.42,17.68,199.4,4.09,30.43,3.96,3.93,0.0
20200121:1210,886.44,12.89,165.82,3.38,26.17,4.39,3.93,0.0
20200121:1310,2563.26,322.7,162.94,5.08,19.33,4.38,3.72,0.0
20200121:1410,1006.14,110.58,92.09,2.13,10.6,4.05,3.45,0.0
20200121:1510,0.0,0.0,0.0,0.0,0.0,2.95,2.55,0.0
20200121:1610,0.0,0.0,0.0,0.0,0.0,1.45,2.07,0.0
20200121:1710,0.0,0.0,0.0,0.0,0.0,0.14,1.72,0.0
20200121:1810,0.0,0.0,0.0,0.0,0.0,-1.13,1.59,0.0
20200121:1910,0.0,0.0,0.0,0.0,0.0,-2.37,1.52,0.0
20200121:2010,0.0,0.0,0.0,0.0,0.0,-2.95,1.52,0.0
20200121:2110,0.0,0.0,0.0,0.0,0.0,-3.38,1.52,0.0
20200121:2210,0.0,0.0,0.0,0.0,0.0,-3.61,1.52,0.0
20200121:2310,0.0,0.0,0.0,0.0,0.0,-3.73,1.52,0.0
20200122:0010,0.0,0.0,0.0,0.0,0.0,-3.84,1.52,0.0
20200122:0110,0.0,0.0,0.0,0.0,0.0,-3.76,1.52,0.0
20200122:0210,0.0,0.0,0.0,0.0,0.0,-3.69,1.45,0.0
20200122:0310,0.0,0.0,0.0,0.0,0.0,-3.72,1.45,0.0
20200122:0410,0.0,0.0,0.0,0.0,0.0,-3.74,1.45,0.0
20200122:0510,0.0,0.0,0.0,0.0,0.0,-3.76,1.38,0.0
20200122:0610,1204.8,172.04,66.58,1.72,7.42,-3.45,1.31,0.0
20200122:0710,2752.5,403.61,116.73,4.79,16.68,-0.35,1.52,0.0
20200122:0810,3767.82,581.58,142.36,7.34,24.27,1.98,1.86,0.0
20200122:0910,4319.34,683.94,163.48,9.01,29.51,4.05,2.0,0.0
20200122:1010,4552.68,734.35,169.89,9.75,31.77,5.58,2.14,0.0
20200122:1110,4352.88,694.95,171.95,9.31,30.67,6.89,2.07,0.0
20200122:1210,3802.02,587.62,163.8,7.87,26.4,7.77,2.0,0.0
20200122:1310,2956.5,448.93,130.7,5.62,19.55,8.11,1.79,0.0
20200122:1410,1709.22,256.6,85.69,2.77,10.81,7.73,1.38,0.0
20200122:1510,0.0,0.0,0.0,0.0,0.0,6.12,1.31,0.0
20200122:1610,0.0,0.0,0.0,0.0,0.0,4.41,1.1,0.0
20200122:1710,0.0,0.0,0.0,0.0,0.0,4.42,0.9,0.0
20200122:1810,0.0,0.0,0.0,0.0,0.0,4.06,0.83,0.0
20200122:1910,0.0,0.0,0.0,0.0,0.0,3.59,0.83,0.0
20200122:2010,0.0,0.0,0.0,0.0,0.0,3.05,0.97,0.0
20200122:2110,0.0,0.0,0.0,0.0,0.0,2.32,1.03,0.0
20200122:2210,0.0,0.0,0.0,0.0,0.0,2.23,1.03,0.0
20200122:2310,0.0,0.0,0.0,0.0,0.0,2.49,0.9,0.0
20200123:0010,0.0,0.0,0.0,0.0,0.0,2.85,0.83,0.0
20200123:0110,0.0,0.0,0.0,0.0,0.0,2.74,0.83,0.0
20200123:0210,0.0,0.0,0.0,0.0,0.0,2.52,1.03,0.0
20200123:0310,0.0,0.0,0.0,0.0,0.0,1.21,1.17,0.0
20200123:0410,0.0,0.0,0.0,0.0,0.0,1.77,1.1,0.0
20200123:0510,0.0,0.0,0.0,0.0,0.0,2.2,1.03,0.0
20200123:0610,1223.82,181.79,67.58,1.79,7.54,2.87,0.9,0.0
20200123:0710,2707.98,402.53,119.05,4.85,16.83,1.03,0.41,0.0
20200123:0810,3687.54,576.36,148.67,7.41,24.44,5.66,1.45,0.0
20200123:0910,4348.14,708.84,159.0,9.22,29.72,6.92,1.93,0.0
20200123:1010,4659.48,760.38,165.41,9.98,31.99,7.07,2.83,0.0
20200123:1110,4486.92,722.97,166.29,9.55,30.91,7.24,2.76,0.0
20200123:1210,3831.54,565.94,176.55,7.88,26.64,6.91,3.45,0.0
20200123:1310,3044.46,445.26,136.86,5.71,19.78,5.92,3.66,0.0
20200123:1410,1507.8,199.05,96.82,2.64,11.02,4.49,3.52,0.0
20200123:1510,0.0,0.0,0.0,0.0,0.0,2.58,2.97,0.0
20200123:1610,0.0,0.0,0.0,0.0,0.0,0.71,2.55,0.0
20200123:1710,0.0,0.0,0.0,0.0,0.0,-0.44,2.21,0.0
20200123:1810,0.0,0.0,0.0,0.0,0.0,-1.42,1.93,0.0
20200123:1910,0.0,0.0,0.0,0.0,0.0,-1.72,2.07,0.0
20200123:2010,0.0,0.0,0.0,0.0,0.0,-2.45,2.0,0.0
20200123:2110,0.0,0.0,0.0,0.0,0.0,-3.08,1.86,0.0
20200123:2210,0.0,0.0,0.0,0.0,0.0,-3.72,1.66,0.0
20200123:2310,0.0,0.0,0.0,0.0,0.0,-4.0,1.52,0.0
20200124:0010,0.0,0.0,0.0,0.0,0.0,-4.28,1.45,0.0
20200124:0110,0.0,0.0,0.0,0.0,0.0,-4.35,1.52,0.0
20200124:0210,0.0,0.0,0.0,0.0,0.0,-4.46,1.52,0.0
20200124:0310,0.0,0.0,0.0,0.0,0.0,-4.58,1.52,0.0
20200124:0410,0.0,0.0,0.0,0.0,0.0,-4.73,1.59,0.0
20200124:0510,0.0,0.0,0.0,0.0,0.0,-4.82,1.66,0.0
20200124:0610,1325.4,191.11,68.42,1.86,7.67,-4.45,1.66,0.0
20200124:0710,2804.4,409.78,117.69,4.92,16.98,-0.83,1.86,0.0
20200124:0810,3844.68,587.8,146.12,7.52,24.62,1.22,2.21,0.0
20200124:0910,4452.0,699.99,164.95,9.26,29.93,2.88,2.48,0.0
20200124:1010,4656.66,737.7,176.02,9.95,32.23,4.14,2.62,0.0
20200124:1110,4438.08,686.19,184.03,9.48,31.15,5.01,2.62,0.0
20200124:1210,3851.28,569.78,177.55,7.98,26.88,5.58,2.69,0.0
20200124:1310,3037.74,447.54,137.73,5.79,20.01,5.81,2.55,0.0
20200124:1410,1802.4,266.35,88.28,2.93,11.24,5.48,2.28,0.0
20200124:1510,0.0,0.0,0.0,0.0,0.0,4.33,1.52,0.0
20200124:1610,0.0,0.0,0.0,0.0,0.0,1.95,1.24,0.0
20200124:1710,0.0,0.0,0.0,0.0,0.0,1.68,1.03,0.0
20200124:1810,0.0,0.0,0.0,0.0,0.0,1.65,0.9,0.0
20200124:1910,0.0,0.0,0.0,0.0,0.0,1.54,0.97,0.0
20200124:2010,0.0,0.0,0.0,0.0,0.0,1.39,1.03,0.0
20200124:2110,0.0,0.0,0.0,0.0,0.0,0.53,1.17,0.0
20200124:2210,0.0,0.0,0.0,0.0,0.0,-0.09,1.31,0.0
20200124:2310,0.0,0.0,0.0,0.0,0.0,-0.03,1.31,0.0
20200125:0010,0.0,0.0,0.0,0.0,0.0,-0.42,1.38,0.0
20200125:0110,0.0,0.0,0.0,0.0,0.0,-0.79,1.38,0.0
20200125:0210,0.0,0.0,0.0,0.0,0.0,-1.1,1.38,0.0
20200125:0310,0.0,0.0,0.0,0.0,0.0,-1.57,1.45,0.0
20200125:0410,0.0,0.0,0.0,0.0,0.0,-1.93,1.52,0.0
20200125:0510,0.0,0.0,0.0,0.0,0.0,-2.04,1.52,0.0
20200125:0610,1349.88,200.0,67.44,1.92,7.8,-1.84,1.38,0.0
20200125:0710,2757.9,410.55,117.12,4.96,17.14,1.46,1.17,0.0
20200125:0810,3750.06,602.7,140.83,7.63,24.81,5.49,0.97,0.0
20200125:0910,4281.42,720.89,157.18,9.4,30.15,8.31,0.83,0.0
20200125:1010,4473.72,765.03,164.45,10.11,32.47,9.66,0.9,0.0
20200125:1110,4310.04,713.83,172.8,9.64,31.4,10.29,1.24,0.0
20200125:1210,3809.76,604.08,165.89,8.17,27.13,10.43,1.45,0.0
20200125:1310,3013.14,467.41,131.63,5.91,20.25,10.03,1.45,0.0
20200125:1410,1750.44,262.29,89.88,2.97,11.46,8.99,1.24,0.0
20200125:1510,0.0,0.0,0.0,0.0,0.0,7.0,1.38,0.0
20200125:1610,0.0,0.0,0.0,0.0,0.0,3.67,1.52,0.0
20200125:1710,0.0,0.0,0.0,0.0,0.0,2.06,1.59,0.0
20200125:1810,0.0,0.0,0.0,0.0,0.0,1.0,1.59,0.0
20200125:1910,0.0,0.0,0.0,0.0,0.0,1.32,1.59,0.0
20200125:2010,0.0,0.0,0.0,0.0,0.0,0.86,1.59,0.0
20200125:2110,0.0,0.0,0.0,0.0,0.0,0.52,1.52,0.0
20200125:2210,0.0,0.0,0.0,0.0,0.0,0.41,1.52,0.0
20200125:2310,0.0,0.0,0.0,0.0,0.0,0.08,1.59,0.0
20200126:0010,0.0,0.0,0.0,0.0,0.0,0.05,1.52,0.0
20200126:0110,0.0,0.0,0.0,0.0,0.0,-0.11,1.52,0.0
20200126:0210,0.0,0.0,0.0,0.0,0.0,-0.24,1.52,0.0
20200126:0310,0.0,0.0,0.0,0.0,0.0,-0.53,1.52,0.0
20200126:0410,0.0,0.0,0.0,0.0,0.0,-0.29,1.45,0.0
20200126:0510,0.0,0.0,0.0,0.0,0.0,-0.18,1.38,0.0
20200126:0610,585.78,62.54,63.15,1.37,7.94,0.25,1.38,0.0
20200126:0710,1116.12,80.59,140.16,3.16,17.3,3.03,0.83,0.0
20200126:0810,2301.84,230.81,218.94,5.77,25.01,6.8,0.76,0.0
20200126:0910,2858.82,304.6,261.67,7.29,30.37,8.88,0.97,0.0
20200126:1010,2836.44,280.54,282.52,7.56,32.72,9.8,1.17,0.0
20200126:1110,3129.54,358.49,265.93,7.85,31.66,10.47,1.38,0.0
20200126:1210,3439.86,498.54,192.83,7.65,27.38,10.88,1.38,0.0
20200126:1310,2540.4,346.67,159.68,5.39,20.48,10.75,0.97,0.0
20200126:1410,966.96,104.79,97.54,2.3,11.68,10.39,0.41,0.0
20200126:1510,0.0,0.0,0.0,0.0,0.0,9.54,0.41,0.0
20200126:1610,0.0,0.0,0.0,0.0,0.0,8.5,0.69,0.0
20200126:1710,0.0,0.0,0.0,0.0,0.0,6.56,1.1,0.0
20200126:1810,0.0,0.0,0.0,0.0,0.0,5.43,1.24,0.0
20200126:1910,0.0,0.0,0.0,0.0,0.0,5.03,1.38,0.0
20200126:2010,0.0,0.0,0.0,0.0,0.0,4.26,1.45,0.0
20200126:2110,0.0,0.0,0.0,0.0,0.0,3.83,1.38,0.0
20200126:2210,0.0,0.0,0.0,0.0,0.0,3.51,1.31,0.0
20200126:2310,0.0,0.0,0.0,0.0,0.0,3.26,1.31,0.0
20200127:0010,0.0,0.0,0.0,0.0,0.0,3.13,1.31,0.0
20200127:0110,0.0,0.0,0.0,0.0,0.0,3.01,1.24,0.0
20200127:0210,0.0,0.0,0.0,0.0,0.0,3.06,1.24,0.0
20200127:0310,0.0,0.0,0.0,0.0,0.0,3.14,1.31,0.0
20200127:0410,0.0,0.0,0.0,0.0,0.0,3.19,1.45,0.0
20200127:0510,0.0,0.0,0.0,0.0,0.0,3.31,1.52,0.0
20200127:0610,361.44,29.26,54.99,1.16,8.08,3.74,1.59,0.0
20200127:0710,1147.26,86.04,142.06,3.24,17.47,5.01,1.1,0.0
20200127:0810,1322.52,67.36,195.86,4.3,25.21,7.66,0.97,0.0
20200127:0910,3338.52,425.91,241.04,7.98,30.6,9.04,1.03,0.0
20200127:1010,1975.62,122.54,268.31,6.17,32.97,9.86,1.17,0.0
20200127:1110,1192.32,27.43,214.72,4.47,31.92,10.53,1.24,0.0
20200127:1210,968.88,19.53,180.6,3.73,27.64,10.98,1.66,0.0
20200127:1310,835.86,30.9,143.89,3.04,20.73,11.37,2.83,0.0
20200127:1410,242.04,2.4,59.45,1.19,11.91,11.05,2.14,0.0
20200127:1510,0.0,0.0,1.71,0.04,1.8,9.99,1.59,0.0
20200127:1610,0.0,0.0,0.0,0.0,0.0,8.83,1.59,0.0
20200127:1710,0.0,0.0,0.0,0.0,0.0,8.2,1.72,0.0
20200127:1810,0.0,0.0,0.0,0.0,0.0,7.65,1.86,0.0
20200127:1910,0.0,0.0,0.0,0.0,0.0,7.79,1.86,0.0
20200127:2010,0.0,0.0,0.0,0.0,0.0,7.13,1.52,0.0
20200127:2110,0.0,0.0,0.0,0.0,0.0,6.95,1.38,0.0
20200127:2210,0.0,0.0,0.0,0.0,0.0,6.85,1.45,0.0
20200127:2310,0.0,0.0,0.0,0.0,0.0,6.62,1.52,0.0
20200128:0010,0.0,0.0,0.0,0.0,0.0,6.28,1.52,0.0
20200128:0110,0.0,0.0,0.0,0.0,0.0,6.25,1.59,0.0
20200128:0210,0.0,0.0,0.0,0.0,0.0,6.31,1.52,0.0
20200128:0310,0.0,0.0,0.0,0.0,0.0,6.39,1.31,0.0
20200128:0410,0.0,0.0,0.0,0.0,0.0,6.31,1.38,0.0
20200128:0510,0.0,0.0,0.0,0.0,0.0,6.14,1.24,0.0
20200128:0610,767.58,94.85,68.99,1.59,8.23,5.96,1.03,0.0
20200128:0710,2552.16,381.78,119.37,4.88,17.65,6.79,0.9,0.0
20200128:0810,2016.18,175.47,218.59,5.43,25.41,7.6,1.17,0.0
20200128:0910,3705.9,521.77,219.97,8.54,30.84,8.4,1.24,0.0
20200128:1010,760.98,0.0,159.99,3.18,33.23,9.11,1.93,0.0
20200128:1110,2163.42,153.47,269.87,6.4,32.19,9.5,2.28,0.0
20200128:1210,3046.26,372.37,225.55,7.14,27.89,9.96,2.48,0.0
20200128:1310,2847.36,413.68,144.79,5.79,20.97,10.04,2.55,0.0
20200128:1410,498.18,28.37,82.79,1.75,12.14,9.32,2.21,0.0
20200128:1510,0.0,0.0,0.86,0.02,2.01,8.36,1.45,0.0
20200128:1610,0.0,0.0,0.0,0.0,0.0,7.5,1.24,0.0
20200128:1710,0.0,0.0,0.0,0.0,0.0,6.03,1.24,0.0
20200128:1810,0.0,0.0,0.0,0.0,0.0,5.26,1.17,0.0
20200128:1910,0.0,0.0,0.0,0.0,0.0,5.04,1.17,0.0
20200128:2010,0.0,0.0,0.0,0.0,0.0,4.37,1.17,0.0
20200128:2110,0.0,0.0,0.0,0.0,0.0,3.66,1.24,0.0
20200128:2210,0.0,0.0,0.0,0.0,0.0,2.73,1.31,0.0
20200128:2310,0.0,0.0,0.0,0.0,0.0,2.07,1.38,0.0
20200129:0010,0.0,0.0,0.0,0.0,0.0,1.28,1.31,0.0
20200129:0110,0.0,0.0,0.0,0.0,0.0,1.15,1.24,0.0
20200129:0210,0.0,0.0,0.0,0.0,0.0,1.29,1.38,0.0
20200129:0310,0.0,0.0,0.0,0.0,0.0,1.89,1.52,0.0
20200129:0410,0.0,0.0,0.0,0.0,0.0,2.25,1.59,0.0
20200129:0510,0.0,0.0,0.0,0.0,0.0,2.61,1.59,0.0
20200129:0610,624.78,67.75,66.69,1.48,8.39,3.14,1.59,0.0
20200129:0710,2166.12,271.72,146.53,4.49,17.83,4.92,1.59,0.0
20200129:0810,3333.48,478.09,176.79,7.18,25.62,7.55,1.66,0.0
20200129:0910,1319.4,41.1,222.9,4.72,31.08,9.67,2.14,0.0
20200129:1010,3959.1,544.07,239.82,9.22,33.49,11.02,3.66,0.0
20200129:1110,1093.08,16.96,205.48,4.21,32.46,11.37,4.28,0.0
20200129:1210,1137.96,33.32,196.87,4.14,28.16,11.08,4.28,0.0
20200129:1310,334.8,0.0,79.99,1.59,21.22,11.06,4.21,0.0
20200129:1410,278.88,4.66,64.36,1.3,12.37,10.53,3.03,0.0
20200129:1510,0.0,0.0,0.86,0.02,2.22,9.73,2.83,0.0
20200129:1610,0.0,0.0,0.0,0.0,0.0,8.75,2.41,0.0
20200129:1710,0.0,0.0,0.0,0.0,0.0,7.96,2.14,0.0
20200129:1810,0.0,0.0,0.0,0.0,0.0,7.28,2.07,0.0
20200129:1910,0.0,0.0,0.0,0.0,0.0,6.68,1.86,0.0
20200129:2010,0.0,0.0,0.0,0.0,0.0,5.43,1.79,0.0
20200129:2110,0.0,0.0,0.0,0.0,0.0,5.45,1.93,0.0
